IDX	,	ID	,	FORM_NAME	,	TEXT_KOREA	,	TEXT_CHINA	,	TEXT_ENGLISH	,	TEXT_VIETNAM
339	,	BtnSetupMenu[9]	,	CFormSetup	,	디바이스	,	DEVICE	,	DEVICE	,	DEVICE
340	,	BtnSetupMenu[10]	,	CFormSetup	,	모니터	,	MONITOR	,	MONITOR	,	MONITOR
341	,	BtnTitle	,	CFormSetupAlignVision	,	얼라인 비전	,	ALIGN VISION	,	ALIGN VISION	,	ALIGN VISION
342	,	BtnTitle[PreAlign]	,	CFormSetupAlignVision	,	얼라인 비전 (IN셔틀)	,	ALIGN VISION (IN-SHUTTLE)	,	ALIGN VISION (IN-SHUTTLE)	,	ALIGN VISION (IN-SHUTTLE)
343	,	BtnSelectModeUseVision	,	CFormSetupAlignVision	,	얼라인 사용	,	USE ALIGN	,	USE ALIGN	,	USE ALIGN
344	,	BtnSubTitleInterlockX	,	CFormSetupAlignVision	,	인터락 X	,	INTERLOCK X	,	INTERLOCK X	,	INTERLOCK X
345	,	BtnSubTitleInterlockY	,	CFormSetupAlignVision	,	인터락 Y	,	INTERLOCK Y	,	INTERLOCK Y	,	INTERLOCK Y
346	,	BtnSubTitleInterlockT	,	CFormSetupAlignVision	,	인터락 T	,	INTERLOCK T	,	INTERLOCK T	,	INTERLOCK T
347	,	BtnSubTitleInterlockScore	,	CFormSetupAlignVision	,	인터락 점수	,	INTERLOCK SCORE	,	INTERLOCK SCORE	,	INTERLOCK SCORE
348	,	BtnSubTitleRetryCount	,	CFormSetupAlignVision	,	재시도 횟수 (0=SKIP)	,	RETRY COUNT (0=SKIP)	,	RETRY COUNT (0=SKIP)	,	RETRY COUNT (0=SKIP)
349	,	BtnSubTitleToleranceX	,	CFormSetupAlignVision	,	허용 공차 X	,	TOLERANCE X	,	TOLERANCE X	,	TOLERANCE X
350	,	BtnSubTitleToleranceY	,	CFormSetupAlignVision	,	허용 공차 Y	,	TOLERANCE Y	,	TOLERANCE Y	,	TOLERANCE Y
351	,	BtnSubTitleToleranceT	,	CFormSetupAlignVision	,	허용 공차 T	,	TOLERANCE T	,	TOLERANCE T	,	TOLERANCE T
352	,	BtnSave	,	CFormSetupAlignVision	,	저장	,	SAVE	,	SAVE	,	SAVE
353	,	BtnSetupDB[0]	,	CFormSetupDB	,	알람	,	ALARM	,	ALARM	,	ALARM
354	,	BtnSetupDB[1]	,	CFormSetupDB	,	UI 텍스트	,	UI TEXT	,	UI TEXT	,	UI TEXT
355	,	BtnSetupDB[2]	,	CFormSetupDB	,	유저 메시지	,	USER MESSAGE	,	USER MESSAGE	,	USER MESSAGE
356	,	BtnSetupDB[3]	,	CFormSetupDB	,	유저	,	USER	,	USER	,	USER
357	,	BtnInsert	,	CFormSetupDB	,	삽입	,	INSERT	,	INSERT	,	INSERT
358	,	BtnUpdate	,	CFormSetupDB	,	수정	,	UPDATE	,	UPDATE	,	UPDATE
359	,	BtnDelete	,	CFormSetupDB	,	삭제	,	DELETE	,	DELETE	,	DELETE
360	,	BtnSaveToTxt	,	CFormSetupDB	,	TXT로 저장	,	SAVE TO TXT	,	SAVE TO TXT	,	SAVE TO TXT
361	,	BtnCommit	,	CFormSetupDB	,	완료	,	COMMIT	,	COMMIT	,	COMMIT
362	,	BtnRollback	,	CFormSetupDB	,	복구	,	ROLLBACK	,	ROLLBACK	,	Phục hồi. khắc phục
363	,	BtnInputPosition	,	CFormSetupDB	,	이미지 위치 입력	,	INPUT POSITION	,	INPUT POSITION	,	INPUT POSITION
364	,	BtnOutputLock	,	CFormSetupEqToEq	,	출력 잠금	,	OUTPUT LOCK	,	OUTPUT LOCK	,	OUTPUT LOCK
365	,	BtnTitleSelectGroup	,	CFormSetupEqToEq	,	그룹 선택	,	SELECT GROUP	,	SELECT GROUP	,	SELECT GROUP
366	,	BtnTitleLeft[Load]	,	CFormSetupEqToEq	,	상류	,	UPPER	,	UPPER	,	UPPER
367	,	BtnTitleLeft[Unload]	,	CFormSetupEqToEq	,	상류 (본설비)	,	UPPER (SELF)	,	UPPER (SELF)	,	UPPER (SELF)
368	,	BtnTitleRight[Load]	,	CFormSetupEqToEq	,	하류 (본설비)	,	LOWER (SELF)	,	LOWER (SELF)	,	LOWER (SELF)
369	,	BtnTitleRight[Unload]	,	CFormSetupEqToEq	,	하류	,	LOWER	,	LOWER	,	LOWER
370	,	BtnSelectGroupBase[Load]	,	CFormSetupEqToEq	,	투입 인터페이스	,	LOAD INTERFACE	,	LOAD INTERFACE	,	LOAD INTERFACE
371	,	BtnSelectGroupBase[Unload]	,	CFormSetupEqToEq	,	배출 인터페이스	,	UNLOAD INTERFACE	,	UNLOAD INTERFACE	,	UNLOAD INTERFACE
372	,	BtnTitleInitializeLog	,	CFormSetupInitialize	,	초기화 로그	,	INITIALIZE LOG	,	INITIALIZE LOG	,	INITIALIZE LOG
373	,	BtnInitialize	,	CFormSetupInitialize	,	초기화	,	INITIALIZE	,	INITIALIZE	,	INITIALIZE
374	,	BtnStop	,	CFormSetupInitialize	,	취소	,	STOP	,	STOP	,	STOP
375	,	BtnTitleCheck	,	CFormSetupInitialize	,	점검	,	CHECK	,	CHECK	,	CHECK
376	,	BtnTitleProcess	,	CFormSetupInitialize	,	프로세스	,	PROCESS	,	PROCESS	,	PROCESS
377	,	mResourceProcessStateComplete	,	CFormSetupInitialize	,	완료	,	COMPLETE	,	COMPLETE	,	COMPLETE
378	,	mResourceProcessStateInitializing	,	CFormSetupInitialize	,	초기화 진행	,	INITIALIZING	,	INITIALIZING	,	INITIALIZING
379	,	mResourceProcessStateWaiting	,	CFormSetupInitialize	,	대기	,	WAIT	,	WAIT	,	WAIT
380	,	mResourceProcessStateError	,	CFormSetupInitialize	,	에러	,	ERROR	,	ERROR	,	ERROR
381	,	BtnSubTitleCheckGroupName	,	CFormSetupInitialize	,	점검 그룹	,	CHECK GROUP	,	CHECK GROUP	,	CHECK GROUP
382	,	CheckGroup[AirAndVacuumSupply]	,	EquipmentInspection	,	공압과 진공 공급 상태	,	AIR AND VACUUM SUPPLY	,	AIR AND VACUUM SUPPLY	,	AIR AND VACUUM SUPPLY
383	,	CheckGroup[ElectricitySupply]	,	EquipmentInspection	,	전기 공급 상태	,	ELECTRICITY SUPPLY	,	ELECTRICITY SUPPLY	,	ELECTRICITY SUPPLY
384	,	CheckGroup[Fan]	,	EquipmentInspection	,	팬 상태	,	FAN	,	FAN	,	FAN
385	,	CheckGroup[EMS]	,	EquipmentInspection	,	EMS	,	EMS	,	EMS	,	EMS
386	,	CheckGroup[Door]	,	EquipmentInspection	,	도어 상태	,	DOOR	,	DOOR	,	DOOR
387	,	CheckGroup[MaintKey]	,	EquipmentInspection	,	다인수 키 상태	,	MAINT KEY	,	MAINT KEY	,	MAINT KEY
388	,	CheckGroup[HeatAndSmokeDetector]	,	EquipmentInspection	,	열연 감지기 상태	,	HEAT AND SMOKE DETECTOR	,	HEAT AND SMOKE DETECTOR	,	HEAT AND SMOKE DETECTOR
389	,	CheckGroup[Sensor]	,	EquipmentInspection	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
390	,	CheckGroup[Etc]	,	EquipmentInspection	,	기타	,	ETC.	,	ETC.	,	ETC.
391	,	X_MAIN_CDA_PRESSURE_SENSOR 	,	EquipmentInspection	,	메인 공압 공급	,	MAIN AIR SUPPLY	,	MAIN AIR SUPPLY	,	MAIN AIR SUPPLY
392	,	X_MAIN_VACUUM_PRESSURE_SENSOR	,	EquipmentInspection	,	메인 진공 공급	,	MAIN VACUUM SUPPLY	,	MAIN VACUUM SUPPLY	,	MAIN VACUUM SUPPLY
393	,	X_INSP_STAGE_VAC_PRESSURE_SENSOR	,	EquipmentInspection	,	검사스테이지 메인 진공 공급	,	INSPECTION-STAGE MAIN VACUUM SUPPLY	,	INSPECTION-STAGE MAIN VACUUM SUPPLY	,	INSPECTION-STAGE MAIN VACUUM SUPPLY
394	,	X_MAGNET_CONTACT_ON	,	EquipmentInspection	,	구동 전원 (MC)	,	MAGNET CONTACT (MC)	,	MAGNET CONTACT (MC)	,	MAGNET CONTACT (MC)
395	,	X_ELECTRONIC_BOX_FAN_1_NORMAL	,	EquipmentInspection	,	전장 박스 팬1	,	ELECTRONIC BOX FAN1	,	ELECTRONIC BOX FAN1	,	ELECTRONIC BOX FAN1
396	,	X_ELECTRONIC_BOX_FAN_2_NORMAL	,	EquipmentInspection	,	전장 박스 팬2	,	ELECTRONIC BOX FAN2	,	ELECTRONIC BOX FAN2	,	ELECTRONIC BOX FAN2
397	,	X_FRONT_EMERGENCY_SWITCH_PUSH	,	EquipmentInspection	,	비상 정지 스위치 (정면)	,	EMERGENCY SWITCH (FRONT)	,	EMERGENCY SWITCH (FRONT)	,	EMERGENCY SWITCH (FRONT)
398	,	X_REAR_EMERGENCY_SWITCH_PUSH	,	EquipmentInspection	,	비상 정지 스위치 (후면)	,	EMERGENCY SWITCH (REAR)	,	EMERGENCY SWITCH (REAR)	,	EMERGENCY SWITCH (REAR)
399	,	X_FRONT_SAFETY_DOOR_1_OPEN	,	EquipmentInspection	,	정면 도어1 닫힘	,	FRONT DOOR1 CLOSE	,	FRONT DOOR1 CLOSE	,	FRONT DOOR1 CLOSE
400	,	X_FRONT_SAFETY_DOOR_2_OPEN	,	EquipmentInspection	,	정면 도어2 닫힘	,	FRONT DOOR2 CLOSE	,	FRONT DOOR2 CLOSE	,	FRONT DOOR2 CLOSE
401	,	X_FRONT_SAFETY_DOOR_3_OPEN	,	EquipmentInspection	,	정면 도어3 닫힘	,	FRONT DOOR3 CLOSE	,	FRONT DOOR3 CLOSE	,	FRONT DOOR3 CLOSE
402	,	X_FRONT_SAFETY_DOOR_4_OPEN	,	EquipmentInspection	,	정면 도어4 닫힘	,	FRONT DOOR4 CLOSE	,	FRONT DOOR4 CLOSE	,	FRONT DOOR4 CLOSE
403	,	X_REAR_SAFETY_DOOR_1_OPEN	,	EquipmentInspection	,	후면 도어1 닫힘	,	REAR DOOR1 CLOSE	,	REAR DOOR1 CLOSE	,	REAR DOOR1 CLOSE
404	,	X_REAR_SAFETY_DOOR_2_OPEN	,	EquipmentInspection	,	후면 도어2 닫힘	,	REAR DOOR2 CLOSE	,	REAR DOOR2 CLOSE	,	REAR DOOR2 CLOSE
405	,	X_REAR_SAFETY_DOOR_3_OPEN	,	EquipmentInspection	,	후면 도어3 닫힘	,	REAR DOOR3 CLOSE	,	REAR DOOR3 CLOSE	,	REAR DOOR3 CLOSE
406	,	X_ELECTRONIC_BOX_OVER_TEMP_ALARM	,	EquipmentInspection	,	전장 박스 열연 감지기 온도 알람	,	ELECTRONIC BOX TEMPERATURE ALARM	,	ELECTRONIC BOX TEMPERATURE ALARM	,	ELECTRONIC BOX TEMPERATURE ALARM
407	,	X_PC_RACK_OVER_TEMP_ALARM	,	EquipmentInspection	,	PC 랙 열연 감지기 온도 알람	,	PC RACK TEMPERATURE ALARM	,	PC RACK TEMPERATURE ALARM	,	PC RACK TEMPERATURE ALARM
408	,	X_ELECTRONIC_BOX_SMOKE_ALARM	,	EquipmentInspection	,	전장 박스 열연 감지기 연기 알람	,	ELECTRONIC BOX SMOKE ALARM	,	ELECTRONIC BOX SMOKE ALARM	,	ELECTRONIC BOX SMOKE ALARM
409	,	X_SAFETY_MODE_STATUS_SIGNAL_TEACH	,	EquipmentInspection	,	SAFETY PLC: 자동 모드	,	SAFETY PLC: AUTO MODE	,	SAFETY PLC: AUTO MODE	,	SAFETY PLC: AUTO MODE
410	,	X_SAFETY_STATUS_DOOR_FORCE_OPEN_NORMAL	,	EquipmentInspection	,	SAFETY PLC: 도어락 강제 해제 상태	,	SAFETY PLC: DOOR LOCK FORCE RELEASE STATUS	,	SAFETY PLC: DOOR LOCK FORCE RELEASE STATUS	,	SAFETY PLC: DOOR LOCK FORCE RELEASE STATUS
411	,	X_SAFETY_STATUS_EMS_NORMAL	,	EquipmentInspection	,	SAFETY PLC: EMS 상태	,	SAFETY PLC: EMS STATUS	,	SAFETY PLC: EMS STATUS	,	SAFETY PLC: EMS STATUS
412	,	IN_ROBOT_CONTROLLER_EMS	,	EquipmentInspection	,	IN로봇 컨트롤러 비상 스위치	,	IN-ROBOT CONTROLLER EMS	,	IN-ROBOT CONTROLLER EMS	,	IN-ROBOT CONTROLLER EMS
413	,	IN_ROBOT_PENDANT_EMS	,	EquipmentInspection	,	IN로봇 펜던트 비상 스위치	,	IN-ROBOT PENDANT EMS	,	IN-ROBOT PENDANT EMS	,	IN-ROBOT PENDANT EMS
414	,	OUT_ROBOT_CONTROLLER_EMS	,	EquipmentInspection	,	OUT로봇 컨트롤러 비상 스위치	,	OUT-ROBOT CONTROLLER EMS	,	OUT-ROBOT CONTROLLER EMS	,	OUT-ROBOT CONTROLLER EMS
415	,	OUT_ROBOT_PENDANT_EMS	,	EquipmentInspection	,	OUT로봇 펜던트 비상 스위치	,	OUT-ROBOT PENDANT EMS	,	OUT-ROBOT PENDANT EMS	,	OUT-ROBOT PENDANT EMS
416	,	Alarm	,	EquipmentInspection	,	알람	,	ALARM	,	ALARM	,	ALARM
417	,	Auto	,	EquipmentInspection	,	자동 모드	,	AUTO MODE	,	AUTO MODE	,	AUTO MODE
418	,	CpOff	,	EquipmentInspection	,	꺼짐	,	OFF	,	OFF	,	OFF
419	,	CpOn	,	EquipmentInspection	,	켜짐	,	ON	,	ON	,	ON
420	,	DoorLock	,	EquipmentInspection	,	문 잠김	,	DOOR LOCK	,	DOOR LOCK	,	DOOR LOCK
421	,	DoorOpen	,	EquipmentInspection	,	문 열림	,	DOOR OPEN	,	DOOR OPEN	,	DOOR OPEN
422	,	DoorUnlock	,	EquipmentInspection	,	문 열림	,	DOOR UNLOCK	,	DOOR UNLOCK	,	DOOR UNLOCK
423	,	DoorClose	,	EquipmentInspection	,	문 닫힘	,	DOOR CLOSE	,	DOOR CLOSE	,	DOOR CLOSE
424	,	KeyDetect	,	EquipmentInspection	,	키 감지	,	DETECT KEY	,	DETECT KEY	,	DETECT KEY
425	,	KeyMiss	,	EquipmentInspection	,	키 미감지	,	EMPTY	,	EMPTY	,	EMPTY
426	,	Less	,	EquipmentInspection	,	부족	,	LESS	,	LESS	,	LESS
427	,	LightOff	,	EquipmentInspection	,	조명 꺼짐	,	LIGHT OFF	,	LIGHT OFF	,	LIGHT OFF
428	,	LightOn	,	EquipmentInspection	,	조명 켜짐	,	LIGHT ON	,	LIGHT ON	,	LIGHT ON
429	,	Maint	,	EquipmentInspection	,	유지 보수	,	MAINTENANCE	,	MAINTENANCE	,	MAINTENANCE
430	,	Normal	,	EquipmentInspection	,	정상	,	NORMAL	,	NORMAL	,	NORMAL
431	,	OverTemp	,	EquipmentInspection	,	알람	,	ALARM	,	ALARM	,	ALARM
432	,	Press	,	EquipmentInspection	,	누름	,	PRESS	,	PRESS	,	PRESS
433	,	SmokeDetect	,	EquipmentInspection	,	알람	,	ALARM	,	ALARM	,	ALARM
434	,	Stop	,	EquipmentInspection	,	정지	,	STOP	,	STOP	,	STOP
435	,	Teach	,	EquipmentInspection	,	티치 모드	,	TEACH MODE	,	TEACH MODE	,	TEACH MODE
436	,	Warning	,	EquipmentInspection	,	경고	,	WARNING	,	WARNING	,	WARNING
437	,	HumanDetect	,	EquipmentInspection	,	인체 감지	,	HUMAN DETECT	,	HUMAN DETECT	,	HUMAN DETECT
438	,	BtnTitleInputList	,	CFormSetupIO	,	입력 목록	,	INPUT LIST	,	INPUT LIST	,	INPUT LIST
439	,	BtnTitleOutputList	,	CFormSetupIO	,	출력 목록	,	OUTPUT LIST	,	OUTPUT LIST	,	OUTPUT LIST
440	,	BtnPreviousInput	,	CFormSetupIO	,	이전	,	PREVIOUS	,	PREVIOUS	,	Trước ( PREVIOUS )
441	,	BtnNextInput	,	CFormSetupIO	,	다음	,	NEXT	,	NEXT	,	Tiếp theo ( NEXT )
442	,	BtnPreviousOutput	,	CFormSetupIO	,	이전	,	PREVIOUS	,	PREVIOUS	,	Trước ( PREVIOUS )
443	,	BtnNextOutput	,	CFormSetupIO	,	다음	,	NEXT	,	NEXT	,	Tiếp theo ( NEXT )
444	,	BtnOutputLock	,	CFormSetupIO	,	출력 잠금	,	OUTPUT LOCK	,	OUTPUT LOCK	,	OUTPUT LOCK
445	,	BtnTitleMotorInformation	,	CFormSetupMotion	,	모터 정보	,	MOTOR INFORMATION	,	MOTOR INFORMATION	,	Thoông tin MOTOR ( MOTOR INFORMATION )
446	,	BtnTitlePositionInformation	,	CFormSetupMotion	,	위치 정보	,	POSITION INFORMATION	,	POSITION INFORMATION	,	Thoông tin vị trí 
447	,	BtnTitleMotorSetting	,	CFormSetupMotion	,	모터 설정	,	MOTOR SETTING	,	MOTOR SETTING	,	MOTOR SETTING
448	,	BtnTitleJogFast	,	CFormSetupMotion	,	빠른 조그	,	FAST JOG	,	FAST JOG	,	FAST JOG
449	,	BtnTitleJogSlow	,	CFormSetupMotion	,	느린 조그	,	SLOW JOG	,	SLOW JOG	,	SLOW JOG
450	,	BtnTitleAutoSpeed	,	CFormSetupMotion	,	자동 속도	,	AUTO VELOCITY	,	AUTO VELOCITY	,	Tốc độ tự động (AUTO VELOCITY)
451	,	BtnTitleManualSpeed	,	CFormSetupMotion	,	수동 속도	,	MANUAL VELOCITY	,	MANUAL VELOCITY	,	Tốc độ bằng tay ( MANUAL VELOCITY )
452	,	BtnTitleStandardAcceleration	,	CFormSetupMotion	,	표준 가속도	,	STANDARD ACC	,	STANDARD ACC	,	Tăng tốc tiêu chuẩn
453	,	BtnTitleStandardDeceleration	,	CFormSetupMotion	,	표준 감속도	,	STANDARD DEC	,	STANDARD DEC	,	Giảm tốc tiêu chuẩn
454	,	BtnTitleStandardTolerance	,	CFormSetupMotion	,	표준 허용오차	,	STANDARD TOLERANCE	,	STANDARD TOLERANCE	,	Dung sai tiêu chuẩn
455	,	BtnTitleStandardTimeOut	,	CFormSetupMotion	,	표준 초과시간	,	STANDARD TIME OUT	,	STANDARD TIME OUT	,	Quá thời gian tiêu chuẩn
456	,	BtnTitleOriginSpeed	,	CFormSetupMotion	,	원점 복귀 속도	,	ORIGIN SPEED	,	ORIGIN SPEED	,	Tốc độ trở về thời điểm nguồn ban đầu
457	,	BtnTitleOriginOffset	,	CFormSetupMotion	,	원점 오프셋	,	ORIGIN OFFSET	,	ORIGIN OFFSET	,	ORIGIN OFFSET
458	,	BtnTitleLimitPositionPlus	,	CFormSetupMotion	,	위치 제한 ( + )	,	LIMIT POSITION ( + )	,	LIMIT POSITION ( + )	,	Giới hạn vị trí (+)
459	,	BtnTitleLimitPositionMinus	,	CFormSetupMotion	,	위치 제한 ( - )	,	LIMIT POSITION ( - )	,	LIMIT POSITION ( - )	,	Giới hạn vị trí (-)
460	,	BtnTitleDelayAfterMoving	,	CFormSetupMotion	,	이동 후 딜레이	,	DELAY AFTER MOVING	,	DELAY AFTER MOVING	,	DELAY AFTER MOVING
461	,	BtnTitleGearRatio	,	CFormSetupMotion	,	기어비	,	GEAR RATIO	,	GEAR RATIO	,	Tỷ lệ bánh răng ( GEAR RATIO )
462	,	BtnTitleModuleNo	,	CFormSetupMotion	,	모듈 번호	,	MODULE NO	,	MODULE NO	,	Số MODULE 
463	,	BtnTitleInnerNo	,	CFormSetupMotion	,	INNER 번호	,	INNER NO	,	INNER NO	,	Số INNER 
464	,	BtnTitleUseMotor	,	CFormSetupMotion	,	모터 사용	,	USE MOTOR	,	USE MOTOR	,	USE MOTOR
465	,	BtnTitleUseHome	,	CFormSetupMotion	,	호밍 사용	,	USE HOME	,	USE HOME	,	USE HOME
466	,	BtnMotorInformationPrevious	,	CFormSetupMotion	,	이전	,	PREVIOUS	,	PREVIOUS	,	Trước ( PREVIOUS )
467	,	BtnMotorInformationNext	,	CFormSetupMotion	,	다음	,	NEXT	,	NEXT	,	Tiếp theo ( NEXT )
468	,	BtnPositionInformationPrevious	,	CFormSetupMotion	,	이전	,	PREVIOUS	,	PREVIOUS	,	Trước ( PREVIOUS )
469	,	BtnPositionInformationNext	,	CFormSetupMotion	,	다음	,	NEXT	,	NEXT	,	Tiếp theo ( NEXT )
470	,	BtnServoOn	,	CFormSetupMotion	,	서보 온	,	SERVO ON	,	SERVO ON	,	SERVO ON
471	,	BtnServoOff	,	CFormSetupMotion	,	서보 오프	,	SERVO OFF	,	SERVO OFF	,	SERVO OFF
472	,	BtnServoReset	,	CFormSetupMotion	,	서보 리셋	,	SERVO RESET	,	SERVO RESET	,	SERVO RESET
473	,	BtnOrigin	,	CFormSetupMotion	,	원점 복귀	,	ORIGIN	,	ORIGIN	,	Trở về thời điểm nguồn ban đầu
474	,	BtnTitleCurrentPosition	,	CFormSetupMotion	,	현재 위치	,	CURRENT POSITION	,	CURRENT POSITION	,	Vị trí hiện tại
475	,	BtnTitleCommandPosition	,	CFormSetupMotion	,	커맨드 위치	,	COMMAND POSITION	,	COMMAND POSITION	,	Vị trí lệnh ( COMMAND POSITION )
476	,	BtnTitleRelativePosition	,	CFormSetupMotion	,	상대 위치	,	RELATIVE POSITION	,	RELATIVE POSITION	,	Vị trí tương đối ( RELATIVE POSITION )
477	,	BtnRelativeMovePlus	,	CFormSetupMotion	,	상대 이동 ( + )	,	RELATIVE MOVE ( + )	,	RELATIVE MOVE ( + )	,	Chuyển động tương đối (+)
478	,	BtnRelativeMoveMinus	,	CFormSetupMotion	,	상대 이동 ( - )	,	RELATIVE MOVE ( - )	,	RELATIVE MOVE ( - )	,	Chuyển động tương đối (-)
479	,	BtnPositionMove	,	CFormSetupMotion	,	위치 이동	,	POSITION MOVE	,	POSITION MOVE	,	Vị trí chuyển động
480	,	BtnJogMovePlus	,	CFormSetupMotion	,	조그 이동 ( + )	,	JOG MOVE ( + )	,	JOG MOVE ( + )	,	JOG MOVE ( + )
481	,	BtnJogMoveMinus	,	CFormSetupMotion	,	조그 이동 ( - )	,	JOG MOVE ( - )	,	JOG MOVE ( - )	,	JOG MOVE ( - )
482	,	BtnPositionSave	,	CFormSetupMotion	,	위치 저장	,	POSITION SAVE	,	POSITION SAVE	,	Lưu vị trí 
483	,	BtnStop	,	CFormSetupMotion	,	정지	,	STOP	,	STOP	,	STOP
484	,	BtnSave	,	CFormSetupMotion	,	저장	,	SAVE	,	SAVE	,	SAVE
485	,	BtnRepeatMove	,	CFormSetupMotion	,	반복 이동	,	REPEAT MOVE	,	REPEAT MOVE	,	SAVE
486	,	mResourceTitleRepeatPositionCount	,	CFormSetupMotion	,	반복 위치 개수 설정	,	REPEAT POSITION COUNT	,	REPEAT POSITION COUNT	,	REPEAT POSITION COUNT
487	,	mResourceTitleRepeatCount	,	CFormSetupMotion	,	반복 횟수 설정	,	INPUT REPEAT COUNT	,	INPUT REPEAT COUNT	,	INPUT REPEAT COUNT
488	,	mResourceTitleRepeatPosition	,	CFormSetupMotion	,	번 위치 선택	,	 SELECT POSITION	,	 SELECT POSITION	,	 SELECT POSITION
489	,	BtnPositionJog	,	CFormSetupMotion	,	위치 이동 (조그)	,	POSITION MOVE (JOG)	,	POSITION MOVE (JOG)	,	POSITION MOVE (JOG)
490	,	BtnTitleNachiBit	,	CFormSetupNachi	,	로봇 IO 목록 ( BIT )	,	ROBOT IO LIST ( BIT )	,	ROBOT IO LIST ( BIT )	,	ROBOT IO LIST ( BIT )
491	,	BtnTitleNachiWord	,	CFormSetupNachi	,	로봇 IO 목록 ( WORD )	,	ROBOT IO LIST ( WORD )	,	ROBOT IO LIST ( WORD )	,	ROBOT IO LIST ( WORD )
492	,	BtnPreviousInputBit	,	CFormSetupNachi	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
493	,	BtnNextInputBit	,	CFormSetupNachi	,	다음	,	NEXT	,	NEXT	,	NEXT
494	,	BtnPreviousOutputBit	,	CFormSetupNachi	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
495	,	BtnNextOutputBit	,	CFormSetupNachi	,	다음	,	NEXT	,	NEXT	,	NEXT
496	,	BtnPreviousInputWord	,	CFormSetupNachi	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
497	,	BtnNextInputWord	,	CFormSetupNachi	,	다음	,	NEXT	,	NEXT	,	NEXT
498	,	BtnPreviousOutputWord	,	CFormSetupNachi	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
499	,	BtnNextOutputWord	,	CFormSetupNachi	,	다음	,	NEXT	,	NEXT	,	NEXT
500	,	BtnOutputLock	,	CFormSetupNachi	,	출력 잠금	,	OUTPUT LOCK	,	OUTPUT LOCK	,	OUTPUT LOCK
501	,	BtnTitle	,	CFormSetupNachiOffsetData	,	로봇 오프셋	,	ROBOT OFFSET	,	ROBOT OFFSET	,	ROBOT OFFSET
502	,	BtnSelectProcessTitle	,	CFormSetupNachiOffsetData	,	프로세스 선택	,	SELECT PROCESS	,	SELECT PROCESS	,	SELECT PROCESS
503	,	mBtnRobotIndex_0	,	CFormSetupNachiOffsetData	,	IN로봇	,	IN-ROBOT	,	IN-ROBOT	,	IN-ROBOT
504	,	mBtnRobotIndex_1	,	CFormSetupNachiOffsetData	,	OUT로봇	,	OUT-ROBOT	,	OUT-ROBOT	,	OUT-ROBOT
505	,	mResourceOffsets[T1]	,	CFormSetupNachiOffsetData	,	툴 1	,	TOOL 1	,	TOOL 1	,	TOOL 1
506	,	mResourceOffsets[T2]	,	CFormSetupNachiOffsetData	,	툴 2	,	TOOL 2	,	TOOL 2	,	TOOL 2
507	,	mResourceOffsets[T3]	,	CFormSetupNachiOffsetData	,	툴 3	,	TOOL 3	,	TOOL 3	,	TOOL 3
508	,	mResourceOffsets[T4]	,	CFormSetupNachiOffsetData	,	툴 4	,	TOOL 4	,	TOOL 4	,	TOOL 4
509	,	mResourceOffsets[T12]	,	CFormSetupNachiOffsetData	,	툴 12	,	TOOL 12	,	TOOL 12	,	TOOL 12
510	,	mResourceOffsets[T34]	,	CFormSetupNachiOffsetData	,	툴 34	,	TOOL 34	,	TOOL 34	,	TOOL 34
511	,	mResourceOffsets[Crossing_T1_S2]	,	CFormSetupNachiOffsetData	,	툴 1 && 스테이지 2 (교차)	,	TOOL 1 && STAGE 2 (CROSSING)	,	TOOL 1 && STAGE 2 (CROSSING)	,	TOOL 1 && STAGE 2 (CROSSING)
512	,	mResourceOffsets[Crossing_T2_S1]	,	CFormSetupNachiOffsetData	,	툴 2 && 스테이지 1  (교차)	,	TOOL 2 && STAGE 1 (CROSSING)	,	TOOL 2 && STAGE 1 (CROSSING)	,	TOOL 2 && STAGE 1 (CROSSING)
513	,	mResourceOffsets[Crossing_T3_S4]	,	CFormSetupNachiOffsetData	,	툴 3 && 스테이지 4 (교차)	,	TOOL 3 && STAGE 4 (CROSSING)	,	TOOL 3 && STAGE 4 (CROSSING)	,	TOOL 3 && STAGE 4 (CROSSING)
514	,	mResourceOffsets[Crossing_T4_S3]	,	CFormSetupNachiOffsetData	,	툴 4 && 스테이지 3 (교차)	,	TOOL 4 && STAGE 3 (CROSSING)	,	TOOL 4 && STAGE 3 (CROSSING)	,	TOOL 4 && STAGE 3 (CROSSING)
515	,	mResourceOffsets[Crossing_T12_S34]	,	CFormSetupNachiOffsetData	,	툴 12 && 스테이지 34 (교차)	,	TOOL 12 && STAGE 34 (CROSSING)	,	TOOL 12 && STAGE 34 (CROSSING)	,	TOOL 12 && STAGE 34 (CROSSING)
516	,	mResourceOffsets[Crossing_T34_S12]	,	CFormSetupNachiOffsetData	,	툴 34 && 스테이지 12 (교차)	,	TOOL 34 && STAGE 12 (CROSSING)	,	TOOL 34 && STAGE 12 (CROSSING)	,	TOOL 34 && STAGE 12 (CROSSING)
