IDX	,	ID	,	FORM_NAME	,	TEXT_KOREA	,	TEXT_CHINA	,	TEXT_ENGLISH	,	TEXT_VIETNAM
660	,	NonOperationStatusToolTipKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	알람 횟수: 선택한 기간 중에 5분 이상 알람으로 설비가 정지된 횟수	,	ALARM COUNT: Number of times the equipment was stopped by an alarm for more than 5 minutes during the selected period	,	ALARM COUNT: Number of times the equipment was stopped by an alarm for more than 5 minutes during the selected period	,	ALARM COUNT: Number of times the equipment was stopped by an alarm for more than 5 minutes during the selected period
661	,	NonOperationStatusToolTipKey[3]	,	CFormStatisticsEquipmentOperationMonitoring	,	알람 시간: 선택한 기간 중에 5분 이상 알람으로 설비가 정지된 시간의 합	,	ALARM TIME: The sum of time during the selected period when the equipment was stopped by an alarm for more than 5 minutes	,	ALARM TIME: The sum of time during the selected period when the equipment was stopped by an alarm for more than 5 minutes	,	ALARM TIME: The sum of time during the selected period when the equipment was stopped by an alarm for more than 5 minutes
662	,	NonOperationStatusToolTipKey[4]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 정지 횟수: 선택한 기간 중에 설비가 5분 이상 정지된 횟수	,	EQP STOP COUNT: Number of times the equipment has stopped for more than 5 minutes during the selected period	,	EQP STOP COUNT: Number of times the equipment has stopped for more than 5 minutes during the selected period	,	EQP STOP COUNT: Number of times the equipment has stopped for more than 5 minutes during the selected period
663	,	NonOperationStatusToolTipKey[5]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 정지 시간: 선택한 기간 중에 설비가 5분 이상 정지된 시간의 합	,	EQP STOP TIME: The sum of time during the selected period that the equipment has stopped for more than 5 minutes	,	EQP STOP TIME: The sum of time during the selected period that the equipment has stopped for more than 5 minutes	,	EQP STOP TIME: The sum of time during the selected period that the equipment has stopped for more than 5 minutes
664	,	NonOperationStatusToolTipKey[6]	,	CFormStatisticsEquipmentOperationMonitoring	,	상위 설비 손실 횟수: 선택한 기간 중에 상위 설비로 인한 5분 이상 손실 횟수	,	UPPER EQP LOSS COUNT: Number of more than 5 minutes of loss due to the upper equipment during the selected period	,	UPPER EQP LOSS COUNT: Number of more than 5 minutes of loss due to the upper equipment during the selected period	,	UPPER EQP LOSS COUNT: Number of more than 5 minutes of loss due to the upper equipment during the selected period
665	,	NonOperationStatusToolTipKey[7]	,	CFormStatisticsEquipmentOperationMonitoring	,	상위 설비 손실 시간: 선택한 기간 중에 상위 설비로 인한 5분 이상의 손실 시간의 합	,	UPPER EQP LOSS TIME: The sum of more than 5 minutes of the loss time due to the upper equipment during the selected period	,	UPPER EQP LOSS TIME: The sum of more than 5 minutes of the loss time due to the upper equipment during the selected period	,	UPPER EQP LOSS TIME: The sum of more than 5 minutes of the loss time due to the upper equipment during the selected period
666	,	NonOperationStatusToolTipKey[8]	,	CFormStatisticsEquipmentOperationMonitoring	,	하위 설비 손실 횟수: 선택한 기간 중에 하위 설비로 인한 5분 이상 손실 횟수	,	LOWRE EQP LOSS COUNT: Number of more than 5 minutes of loss due to lower equipment during the selected period	,	LOWRE EQP LOSS COUNT: Number of more than 5 minutes of loss due to lower equipment during the selected period	,	LOWRE EQP LOSS COUNT: Number of more than 5 minutes of loss due to lower equipment during the selected period
667	,	NonOperationStatusToolTipKey[9]	,	CFormStatisticsEquipmentOperationMonitoring	,	하위 설비 손실 시간: 선택한 기간 중에 하위 설비로 인한 5분 이상의 손실 시간의 합	,	LOWER EQP LOSS TIME: The sum of more than 5 minutes of the loss time due to the lower equipment during the selected period	,	LOWER EQP LOSS TIME: The sum of more than 5 minutes of the loss time due to the lower equipment during the selected period	,	LOWER EQP LOSS TIME: The sum of more than 5 minutes of the loss time due to the lower equipment during the selected period
668	,	MomentaryStopStatusKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	총 횟수	,	TOTAL COUNT	,	TOTAL COUNT	,	Tổng số lần
669	,	MomentaryStopStatusKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	총 시간	,	TOTAL TIME	,	TOTAL TIME	,	Tổng thời gian
670	,	MomentaryStopStatusKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	알람 횟수	,	ALARM COUNT	,	ALARM COUNT	,	Số lần ALARM 
671	,	MomentaryStopStatusKey[3]	,	CFormStatisticsEquipmentOperationMonitoring	,	알람 시간	,	ALARM TIME	,	ALARM TIME	,	ALARM TIME
672	,	MomentaryStopStatusKey[4]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 정지 횟수	,	EQP STOP COUNT	,	EQP STOP COUNT	,	Số lần dừng thiết bị 
673	,	MomentaryStopStatusKey[5]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 정지 시간	,	EQP STOP TIME	,	EQP STOP TIME	,	Thời gian dừng thiết bị 
674	,	MomentaryStopStatusKey[6]	,	CFormStatisticsEquipmentOperationMonitoring	,	상위 설비 손실 횟수	,	UPPER EQP LOSS COUNT	,	UPPER EQP LOSS COUNT	,	Số lần LOSS thiết bị UPPER ( UPPER EQP LOSS COUNT )
675	,	MomentaryStopStatusKey[7]	,	CFormStatisticsEquipmentOperationMonitoring	,	상위 설비 손실 시간	,	UPPER EQP LOSS TIME	,	UPPER EQP LOSS TIME	,	 Mất thời gian thiết bị UPPER  (UPPER EQP LOSS TIME )
676	,	MomentaryStopStatusKey[8]	,	CFormStatisticsEquipmentOperationMonitoring	,	하위 설비 손실 횟수	,	LOWER EQP LOSS COUNT	,	LOWER EQP LOSS COUNT	,	Số lần LOSS thiết bị LOWER ( LOWER EQP LOSS COUNT )
677	,	MomentaryStopStatusKey[9]	,	CFormStatisticsEquipmentOperationMonitoring	,	하위 설비 손실 시간	,	LOWER EQP LOSS TIME	,	LOWER EQP LOSS TIME	,	 Mất thời gian thiết bị LOWER  (LOWER EQP LOSS TIME )
678	,	MomentaryStopStatusToolTipKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	총 횟수: 알람 횟수 + 설비 정지 횟수 + 상위 설비 손실 횟수 + 하위 설비 손실 횟수	,	TOTAL COUNT: ALARM COUNT + EQP STOP COUNT + UPPER EQP LOSS COUNT + LOWER EQP LOSS COUNT	,	TOTAL COUNT: ALARM COUNT + EQP STOP COUNT + UPPER EQP LOSS COUNT + LOWER EQP LOSS COUNT	,	TOTAL COUNT: ALARM COUNT + EQP STOP COUNT + UPPER EQP LOSS COUNT + LOWER EQP LOSS COUNT
679	,	MomentaryStopStatusToolTipKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	총 시간: 알람 시간 + 설비 정지 시간 + 상위 설비 손실 시간 + 하위 설비 손실 시간	,	TOTAL TIME: ALARM TIME + EQP STOP TIME + UPPER EQP LOSS TIME + LOWER EQP LOSS TIME	,	TOTAL TIME: ALARM TIME + EQP STOP TIME + UPPER EQP LOSS TIME + LOWER EQP LOSS TIME	,	TOTAL TIME: ALARM TIME + EQP STOP TIME + UPPER EQP LOSS TIME + LOWER EQP LOSS TIME
680	,	MomentaryStopStatusToolTipKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	알람 횟수: 선택한 기간 중에 5분 이하 알람으로 설비가 정지된 횟수	,	ALARM COUNT: Number of times the equipment was stopped by an alarm for less than 5 minutes during the selected period	,	ALARM COUNT: Number of times the equipment was stopped by an alarm for less than 5 minutes during the selected period	,	ALARM COUNT: Number of times the equipment was stopped by an alarm for less than 5 minutes during the selected period
681	,	MomentaryStopStatusToolTipKey[3]	,	CFormStatisticsEquipmentOperationMonitoring	,	알람 시간: 선택한 기간 중에 5분 이하 알람으로 설비가 정지된 시간의 합	,	ALARM TIME: The sum of time during the selected period when the equipment was stopped by an alarm for less than 5 minutes	,	ALARM TIME: The sum of time during the selected period when the equipment was stopped by an alarm for less than 5 minutes	,	ALARM TIME: The sum of time during the selected period when the equipment was stopped by an alarm for less than 5 minutes
682	,	MomentaryStopStatusToolTipKey[4]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 정지 횟수: 선택한 기간 중에 설비가 5분 이하 정지된 횟수	,	EQP STOP COUNT: Number of times the equipment has stopped for less than 5 minutes during the selected period	,	EQP STOP COUNT: Number of times the equipment has stopped for less than 5 minutes during the selected period	,	EQP STOP COUNT: Number of times the equipment has stopped for less than 5 minutes during the selected period
683	,	MomentaryStopStatusToolTipKey[5]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 정지 시간: 선택한 기간 중에 설비가 5분 이하 정지된 시간의 합	,	EQP STOP TIME: The sum of time during the selected period that the equipment has stopped for less than 5 minutes	,	EQP STOP TIME: The sum of time during the selected period that the equipment has stopped for less than 5 minutes	,	EQP STOP TIME: The sum of time during the selected period that the equipment has stopped for less than 5 minutes
684	,	MomentaryStopStatusToolTipKey[6]	,	CFormStatisticsEquipmentOperationMonitoring	,	상위 설비 손실 횟수: 선택한 기간 중에 상위 설비로 인한 5분 이하 손실 횟수	,	UPPER EQP LOSS COUNT: Number of less than 5 minutes of loss due to the upper equipment during the selected period	,	UPPER EQP LOSS COUNT: Number of less than 5 minutes of loss due to the upper equipment during the selected period	,	UPPER EQP LOSS COUNT: Number of less than 5 minutes of loss due to the upper equipment during the selected period
685	,	MomentaryStopStatusToolTipKey[7]	,	CFormStatisticsEquipmentOperationMonitoring	,	상위 설비 손실 시간: 선택한 기간 중에 상위 설비로 인한 5분 이하의 손실 시간의 합	,	UPPER EQP LOSS TIME: The sum of less than 5 minutes of the loss time due to the upper equipment during the selected period	,	UPPER EQP LOSS TIME: The sum of less than 5 minutes of the loss time due to the upper equipment during the selected period	,	UPPER EQP LOSS TIME: The sum of less than 5 minutes of the loss time due to the upper equipment during the selected period
686	,	MomentaryStopStatusToolTipKey[8]	,	CFormStatisticsEquipmentOperationMonitoring	,	하위 설비 손실 횟수: 선택한 기간 중에 하위 설비로 인한 5분 이하 손실 횟수	,	LOWRE EQP LOSS COUNT: Number of less than 5 minutes of loss due to lower equipment during the selected period	,	LOWRE EQP LOSS COUNT: Number of less than 5 minutes of loss due to lower equipment during the selected period	,	LOWRE EQP LOSS COUNT: Number of less than 5 minutes of loss due to lower equipment during the selected period
687	,	MomentaryStopStatusToolTipKey[9]	,	CFormStatisticsEquipmentOperationMonitoring	,	하위 설비 손실 시간: 선택한 기간 중에 하위 설비로 인한 5분 이하의 손실 시간의 합	,	LOWER EQP LOSS TIME: The sum of less than 5 minutes of the loss time due to the lower equipment during the selected period	,	LOWER EQP LOSS TIME: The sum of less than 5 minutes of the loss time due to the lower equipment during the selected period	,	LOWER EQP LOSS TIME: The sum of less than 5 minutes of the loss time due to the lower equipment during the selected period
688	,	FailoverStatusKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	고장에서 다음 고장까지 평균 시간	,	MEAN TIME BETWEEN FAILURE	,	MEAN TIME BETWEEN FAILURE	,	Thời gian trung bình từ LOSS đến LOSS  tiếp theo
689	,	FailoverStatusKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	고장 후 복구까지 평균 시간	,	MEAN TIME TO REPAIR	,	MEAN TIME TO REPAIR	,	Thời gian trung bình sau khi  LOSS đến khi phục hồi 
690	,	FailoverStatusToolTipKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	고장에서 다음 고장까지 평균 시간: 장애 발생 후 다음 장애 발생이 일어날 때까지의 평균 시간	,	MEAN TIME BETWEEN FAILURE: Average amount of time after a failure until the next failure occurs	,	MEAN TIME BETWEEN FAILURE: Average amount of time after a failure until the next failure occurs	,	MEAN TIME BETWEEN FAILURE: Average amount of time after a failure until the next failure occurs
691	,	FailoverStatusToolTipKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	고장 후 복구까지 평균 시간: 장애 발생 후 장애 조치까지 걸린 평균 시간	,	MEAN TIME TO REPAIR: Average amount of time taken after the failure to repair	,	MEAN TIME TO REPAIR: Average amount of time taken after the failure to repair	,	MEAN TIME TO REPAIR: Average amount of time taken after the failure to repair
692	,	MCRStatusKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	진행 수량	,	COUNT	,	COUNT	,	Số lượng tiến hành chạy 
693	,	MCRStatusKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	리딩수	,	READING COUNT	,	READING COUNT	,	Số lần đọc 9READING COUNT)
694	,	MCRStatusKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	리딩율(%)	,	READING RATE(%)	,	READING RATE(%)	,	Tỷ lệ đọc (%) ( READING RATE(%) )
695	,	MCRStatusToolTipKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	진행 수량: MCR 리딩 시도 횟수	,	COUNT: Reading MCR the number of attempts	,	COUNT: Reading MCR the number of attempts	,	COUNT: Reading MCR the number of attempts
696	,	MCRStatusToolTipKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	리딩수: MCR 리딩에 성공한 횟수	,	READING COUNT: Number of successful MCR reads	,	READING COUNT: Number of successful MCR reads	,	READING COUNT: Number of successful MCR reads
697	,	MCRStatusToolTipKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	리딩율(%): 리딩수 / 진행 수량 * 100	,	READING RATE(%): READING COUNT / COUNT * 100	,	READING RATE(%): READING COUNT / COUNT * 100	,	READING RATE(%): READING COUNT / COUNT * 100
698	,	BtnTitleInterlockCallList	,	CFormStatisticsInterlockCall	,	인터락 콜 목록	,	INTERLOCK CALL LIST	,	INTERLOCK CALL LIST	,	INTERLOCK CALL LIST
699	,	BtnSelect	,	CFormStatisticsInterlockCall	,	검색	,	SELECT	,	SELECT	,	SELECT
700	,	BtnTitleOPCallList	,	CFormStatisticsOPCall	,	오퍼레이션 콜 목록	,	OP CALL LIST	,	OP CALL LIST	,	OP CALL LIST
701	,	BtnSelect	,	CFormStatisticsOPCall	,	검색	,	SELECT	,	SELECT	,	SELECT
702	,	BtnTitleWeeklyGroup	,	CFormStatisticsProduction	,	주간 그룹	,	WEEKLY GROUP	,	WEEKLY GROUP	,	Nhóm ca ngày
703	,	BtnTitleNightGroup	,	CFormStatisticsProduction	,	야간 그룹	,	NIGHT GROUP	,	NIGHT GROUP	,	Nhóm ca đêm
704	,	BtnTitleTotalInputWeekly	,	CFormStatisticsProduction	,	전체 투입량	,	TOTAL INPUT	,	TOTAL INPUT	,	Tổng lượng INPUT
705	,	BtnTitleTotalOutputWeekly	,	CFormStatisticsProduction	,	전체 배출량	,	TOTAL OUTPUT	,	TOTAL OUTPUT	,	Tổng lượng OUTPUT
706	,	BtnTitleTotalProductionWeekly	,	CFormStatisticsProduction	,	전체 생산량	,	TOTAL PRODUCTION	,	TOTAL PRODUCTION	,	Tổng lượng sản xuất
707	,	BtnTitleTotalInputNight	,	CFormStatisticsProduction	,	전체 투입량	,	TOTAL INPUT	,	TOTAL INPUT	,	Tổng lượng INPUT
708	,	BtnTitleTotalOutputNight	,	CFormStatisticsProduction	,	전체 배출량	,	TOTAL OUTPUT	,	TOTAL OUTPUT	,	Tổng lượng OUTPUT
709	,	BtnTitleTotalProductionNight	,	CFormStatisticsProduction	,	전체 생산량	,	TOTAL PRODUCTION	,	TOTAL PRODUCTION	,	Tổng lượng sản xuất
710	,	BtnPrevious	,	CFormStatisticsProduction	,	이전	,	PREVIOUS	,	PREVIOUS	,	Trước ( PREVIOUS )
711	,	BtnNext	,	CFormStatisticsProduction	,	다음	,	NEXT	,	NEXT	,	Tiếp theo ( NEXT )
712	,	BtnToday	,	CFormStatisticsProduction	,	금일	,	TODAY	,	TODAY	,	Trong ngày 
713	,	BtnUpdate	,	CFormStatisticsProduction	,	갱신	,	UPDATE	,	UPDATE	,	Làm mới
714	,	BtnTitleProductionList	,	CFormStatisticsProduction	,	생산 목록	,	PRODUCTION LIST	,	PRODUCTION LIST	,	LIST sản xuất
715	,	BtnSelect	,	CFormStatisticsProduction	,	검색	,	SELECT	,	SELECT	,	SELECT
716	,	BtnTitleTactTimeUnit	,	CFormStatisticsTactTime	,	유닛 택타임	,	UNIT TACT TIME	,	UNIT TACT TIME	,	UNIT TACT TIME
717	,	BtnTitleTactTimeUnitDetail	,	CFormStatisticsTactTime	,	유닛 택타임 상세 내역	,	UNIT TACT TIME DETAIL	,	UNIT TACT TIME DETAIL	,	UNIT TACT TIME DETAIL
718	,	BtnTitleTactTimeOutput	,	CFormStatisticsTactTime	,	배출 택타임	,	OUTPUT TACT TIME	,	OUTPUT TACT TIME	,	OUTPUT TACT TIME
719	,	BtnTitleSlowUnit	,	CFormStatisticsTactTime	,	가장 느린 유닛	,	SLOWEST UNIT	,	SLOWEST UNIT	,	Đơn vị chậm nhất
720	,	BtnTitleFastUnit	,	CFormStatisticsTactTime	,	가장 빠른 유닛	,	FASTEST UNIT	,	FASTEST UNIT	,	Đơn vị nhanh nhất
721	,	BtnClearUnit	,	CFormStatisticsTactTime	,	클리어	,	CLEAR	,	CLEAR	,	CLEAR
722	,	BtnTitleAverage	,	CFormStatisticsTactTime	,	[OutTact]평균 (sec)	,	[OutTact]AVERAGE (sec)	,	[OutTact]AVERAGE (sec)	,	[OutTact]Trung bình (sec)
723	,	BtnTitleMaxLength	,	CFormStatisticsTactTime	,	최대 길이	,	MAX LENGTH	,	MAX LENGTH	,	Chiều dài tối đa
724	,	BtnClearOutput	,	CFormStatisticsTactTime	,	클리어	,	CLEAR	,	CLEAR	,	CLEAR
725	,	BtnOutTactSimpleView	,	CFormStatisticsTactTime	,	간단히 보기	,	SIMPLE VIEW	,	SIMPLE VIEW	,	SIMPLE VIEW
726	,	BtnTitleTerminalCallList	,	CFormStatisticsTerminalCall	,	터미널 콜 목록	,	TERMINAL CALL LIST	,	TERMINAL CALL LIST	,	TERMINAL CALL LIST
727	,	BtnSelect	,	CFormStatisticsTerminalCall	,	검색	,	SELECT	,	SELECT	,	SELECT
728	,	BtnTeachMenu[0]	,	CFormTeach	,	IN셔틀	,	IN-SHUTTLE	,	IN-SHUTTLE	,	IN-SHUTTLE
729	,	BtnTeachMenu[1]	,	CFormTeach	,	IN로봇	,	IN-ROBOT	,	IN-ROBOT	,	IN-ROBOT
730	,	BtnTeachMenu[2]	,	CFormTeach	,	검사스테이지	,	INSPECTION-STAGE	,	INSPECTION-STAGE	,	INSPECTION-STAGE
731	,	BtnTeachMenu[3]	,	CFormTeach	,	OUT로봇	,	OUT-ROBOT	,	OUT-ROBOT	,	OUT-ROBOT
732	,	BtnTeachMenu[4]	,	CFormTeach	,	OUT플립	,	OUT-FLIP	,	OUT-FLIP	,	OUT-FLIP
733	,	BtnTeachMenu[5]	,	CFormTeach	,	OUT셔틀	,	OUT-SHUTTLE	,	OUT-SHUTTLE	,	OUT-SHUTTLE
734	,	BtnTeachMenu[6]	,	CFormTeach	,	실린더	,	CYLINDER	,	CYLINDER	,	CYLINDER
735	,	BtnTeachMenu[7]	,	CFormTeach	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
736	,	BtnTitleCylinderList	,	CFormTeachCylinder	,	실린더 목록	,	CYLINDER LIST	,	CYLINDER LIST	,	CYLINDER LIST
737	,	BtnTitleCylinderDelayTime	,	CFormTeachCylinder	,	실린더 지연 시간	,	CYLINDER DELAY TIME	,	CYLINDER DELAY TIME	,	CYLINDER DELAY TIME
738	,	BtnTitleFirstDelayTime	,	CFormTeachCylinder	,	FIRST 이동 지연 시간 (ms)	,	FIRST DELAY TIME (ms)	,	FIRST DELAY TIME (ms)	,	FIRST DELAY TIME (ms)
739	,	BtnTitleSecondDelayTime	,	CFormTeachCylinder	,	SECOND 이동 지연 시간 (ms)	,	SECOND DELAY TIME (ms)	,	SECOND DELAY TIME (ms)	,	SECOND DELAY TIME (ms)
740	,	BtnCylinderRepeatMove	,	CFormTeachCylinder	,	실린더 반복 이동	,	CYLINDER REPEAT MOVE	,	CYLINDER REPEAT MOVE	,	Di chuyển lặp lại Cylinder
741	,	BtnFirstMove	,	CFormTeachCylinder	,	FIRST 이동	,	FIRST MOVE	,	FIRST MOVE	,	di chuyển lần đầu tiên (ms)
742	,	BtnSecondMove	,	CFormTeachCylinder	,	SECOND 이동	,	SECOND MOVE	,	SECOND MOVE	,	di chuyển lần thứ hai (ms)
743	,	BtnTitleCycleMoveTime	,	CFormTeachCylinder	,	반복 지연 시간 (ms)	,	CYCLE MOVE TIME (ms)	,	CYCLE MOVE TIME (ms)	,	Thời gian chậm lặp lại (ms)
744	,	BtnTitleRepeatCount	,	CFormTeachCylinder	,	반복 개수	,	REPEAT COUNT	,	REPEAT COUNT	,	Số lần lặp lại
745	,	BtnTitleFirstMoveTime	,	CFormTeachCylinder	,	FIRST 이동 시간 (ms)	,	FIRST MOVE TIME (ms)	,	FIRST MOVE TIME (ms)	,	di chuyển lần đầu tiên (ms)
746	,	BtnTitleSecondMoveTime	,	CFormTeachCylinder	,	SECOND 이동 시간 (ms)	,	SECOND MOVE TIME (ms)	,	SECOND MOVE TIME (ms)	,	di chuyển lần thứ hai (ms)
747	,	BtnRepeatMove	,	CFormTeachCylinder	,	반복 이동	,	REPEAT MOVE	,	REPEAT MOVE	,	Di chuyển lặp lại  
748	,	BtnRepeatStop	,	CFormTeachCylinder	,	반복 정지	,	REPEAT STOP	,	REPEAT STOP	,	Dừng lặp lại 
749	,	BtnGridViewClear	,	CFormTeachCylinder	,	클리어	,	CLEAR	,	CLEAR	,	CLEAR
750	,	BtnSave	,	CFormTeachCylinder	,	저장	,	SAVE	,	SAVE	,	SAVE
751	,	mResourceTitleDelayTimeUp	,	CFormTeachCylinder	,	상승 동작 딜레이 (ms)	,	UP MOVE DELAY (ms)	,	UP MOVE DELAY (ms)	,	UP MOVE DELAY (ms)
752	,	mResourceTitleDelayTimeDown	,	CFormTeachCylinder	,	하강 동작 딜레이 (ms)	,	DOWN MOVE DELAY (ms)	,	DOWN MOVE DELAY (ms)	,	DOWN MOVE DELAY (ms)
753	,	mResourceTitleMoveTimeUp	,	CFormTeachCylinder	,	상승 동작 시간 (ms)	,	UP MOVE ELAPSED (ms)	,	UP MOVE ELAPSED (ms)	,	UP MOVE ELAPSED (ms)
754	,	mResourceTitleMoveTimeDown	,	CFormTeachCylinder	,	하강 동작 시간 (ms)	,	DOWN MOVE ELAPSED (ms)	,	DOWN MOVE ELAPSED (ms)	,	DOWN MOVE ELAPSED (ms)
755	,	mResourceMoveUp	,	CFormTeachCylinder	,	상승 동작	,	UP MOVE	,	UP MOVE	,	UP MOVE
756	,	mResourceMoveDown	,	CFormTeachCylinder	,	하강 동작	,	DOWN MOVE	,	DOWN MOVE	,	DOWN MOVE
757	,	mResourceTitleDelayTimeLeft	,	CFormTeachCylinder	,	왼쪽 동작 딜레이 (ms)	,	LEFT MOVE DELAY (ms)	,	LEFT MOVE DELAY (ms)	,	LEFT MOVE DELAY (ms)
758	,	mResourceTitleDelayTimeRight	,	CFormTeachCylinder	,	오른쪽 동작 딜레이 (ms)	,	RIGHT MOVE DELAY (ms)	,	RIGHT MOVE DELAY (ms)	,	RIGHT MOVE DELAY (ms)
759	,	mResourceTitleMoveTimeLeft	,	CFormTeachCylinder	,	왼쪽 동작 시간 (ms)	,	LEFT MOVE ELAPSED (ms)	,	LEFT MOVE ELAPSED (ms)	,	LEFT MOVE ELAPSED (ms)
760	,	mResourceTitleMoveTimeRight	,	CFormTeachCylinder	,	오른쪽 동작 시간 (ms)	,	RIGHT MOVE ELAPSED (ms)	,	RIGHT MOVE ELAPSED (ms)	,	RIGHT MOVE ELAPSED (ms)
761	,	mResourceMoveLeft	,	CFormTeachCylinder	,	왼쪽 동작	,	LEFT MOVE	,	LEFT MOVE	,	LEFT MOVE
762	,	mResourceMoveRight	,	CFormTeachCylinder	,	오른쪽 동작	,	RIGHT MOVE	,	RIGHT MOVE	,	RIGHT MOVE
763	,	mResourceTitleDelayTimeForward	,	CFormTeachCylinder	,	전진 동작 딜레이 (ms)	,	FORWARD MOVE DELAY (ms)	,	FORWARD MOVE DELAY (ms)	,	FORWARD MOVE DELAY (ms)
764	,	mResourceTitleDelayTimeBackward	,	CFormTeachCylinder	,	후진 동작 딜레이 (ms)	,	BACKWARD MOVE DELAY (ms)	,	BACKWARD MOVE DELAY (ms)	,	BACKWARD MOVE DELAY (ms)
765	,	mResourceTitleMoveTimeForward	,	CFormTeachCylinder	,	전진 동작 시간 (ms)	,	FORWARD MOVE ELAPSED (ms)	,	FORWARD MOVE ELAPSED (ms)	,	FORWARD MOVE ELAPSED (ms)
766	,	mResourceTitleMoveTimeBackward	,	CFormTeachCylinder	,	후진 동작 시간 (ms)	,	BACKWARD MOVE ELAPSED (ms)	,	BACKWARD MOVE ELAPSED (ms)	,	BACKWARD MOVE ELAPSED (ms)
767	,	mResourceMoveForward	,	CFormTeachCylinder	,	전진 동작	,	FORWARD MOVE	,	FORWARD MOVE	,	FORWARD MOVE
768	,	mResourceMoveBackward	,	CFormTeachCylinder	,	후진 동작	,	BACKWARD MOVE	,	BACKWARD MOVE	,	BACKWARD MOVE
769	,	mResourceTitleDelayTimeCw	,	CFormTeachCylinder	,	CW 동작 딜레이 (ms)	,	CW MOVE DELAY (ms)	,	CW MOVE DELAY (ms)	,	CW MOVE DELAY (ms)
770	,	mResourceTitleDelayTimeCcw	,	CFormTeachCylinder	,	CCW 동작 딜레이 (ms)	,	CCW MOVE DELAY (ms)	,	CCW MOVE DELAY (ms)	,	CCW MOVE DELAY (ms)
771	,	mResourceTitleMoveTimeCw	,	CFormTeachCylinder	,	CW 동작 시간 (ms)	,	CW MOVE ELAPSED (ms)	,	CW MOVE ELAPSED (ms)	,	CW MOVE ELAPSED (ms)
772	,	mResourceTitleMoveTimeCcw	,	CFormTeachCylinder	,	CCW 동작 시간 (ms)	,	CCW MOVE ELAPSED (ms)	,	CCW MOVE ELAPSED (ms)	,	CCW MOVE ELAPSED (ms)
773	,	mResourceMoveCw	,	CFormTeachCylinder	,	CW 동작	,	CW MOVE	,	CW MOVE	,	CW MOVE
774	,	mResourceMoveCcw	,	CFormTeachCylinder	,	CCW 동작	,	CCW MOVE	,	CCW MOVE	,	CCW MOVE
775	,	mResourceTitleDelayTimeReturn	,	CFormTeachCylinder	,	복귀 동작 딜레이 (ms)	,	RETURN MOVE DELAY (ms)	,	RETURN MOVE DELAY (ms)	,	RETURN MOVE DELAY (ms)
776	,	mResourceTitleDelayTimeTurn	,	CFormTeachCylinder	,	회전 동작 딜레이 (ms)	,	TURN MOVE DELAY (ms)	,	TURN MOVE DELAY (ms)	,	TURN MOVE DELAY (ms)
777	,	mResourceTitleMoveTimeReturn	,	CFormTeachCylinder	,	복귀 동작 시간 (ms)	,	RETURN MOVE ELAPSED (ms)	,	RETURN MOVE ELAPSED (ms)	,	RETURN MOVE ELAPSED (ms)
778	,	mResourceTitleMoveTimeTurn	,	CFormTeachCylinder	,	회전 동작 시간 (ms)	,	TURN MOVE ELAPSED (ms)	,	TURN MOVE ELAPSED (ms)	,	TURN MOVE ELAPSED (ms)
779	,	mResourceMoveReturn	,	CFormTeachCylinder	,	복귀 동작	,	RETURN MOVE	,	RETURN MOVE	,	RETURN MOVE
780	,	mResourceMoveTurn	,	CFormTeachCylinder	,	회전 동작	,	TURN MOVE	,	TURN MOVE	,	TURN MOVE
781	,	BtnTitleVacuumList	,	CFormTeachVacuum	,	진공 목록	,	VACUUM LIST	,	VACUUM LIST	,	VACUUM LIST
782	,	BtnTitleVacuumDelayTime	,	CFormTeachVacuum	,	진공 동작 대기 시간	,	VACUUM DELAY TIME	,	VACUUM DELAY TIME	,	VACUUM DELAY TIME
783	,	BtnTitleVacuumTimeout	,	CFormTeachVacuum	,	진공 타임아웃	,	VACUUM TIMEOUT	,	VACUUM TIMEOUT	,	VACUUM TIMEOUT
